15540,22,1725046026
15957,37,1759873009
16536,44,1746041166
17874,37,1764885459
17878,37,1772834725
18342,38,1722011841
18718,43,1741980534
19109,43,1741980628
19123,43,1741980495
20245,36,1763485206
20251,36,1760645608
20252,36,1770063867
20319,37,1768424986
20323,37,1773776513
20328,37,1764020504
20492,36,1764013028
20496,36,1764014708
20499,36,1764014128
20657,35,1770060984
20660,35,1770063779
20668,35,1773096427
20779,35,1769623580
20805,35,1772058895
20816,35,1772058872
20917,36,1770063798
20919,30,1767727253
20930,36,1777488899
20944,36,1770063811
21007,36,1773772192
21014,36,1773772215
21017,36,1768933514
21157,31,1635797128
21726,27,1654786661
21729,27,1654786680
21732,27,1702073714
21752,27,1771955658
21755,27,1771955694
21758,27,1771955676
21761,27,1741711502
21763,27,1741711540
21765,27,1741711569
21776,27,1730238550
22004,27,1673991410
22006,27,1702073436
22057,27,1727295970
22095,27,1770406273
22110,27,1727295981
22138,22,1770405664
22139,22,1770406148
22144,22,1770405948
22149,22,1725045732
22161,22,1725045723
22178,22,1725050523
22180,22,1725053590
22182,22,1725050614
22223,28,1741710636
22226,28,1741710697
22229,28,1741710675
22234,28,1772062854
22237,28,1772063023
22240,28,1772062970
22250,28,1720031036
22253,28,1734648606
22256,28,1635281303
22259,28,1771955872
22262,28,1772224852
22265,28,1772223980
22304,28,1738695750
22314,28,1738695770
22327,28,1738695808
23182,43,1745859735
23200,43,1745518262
23205,43,1745518248
23210,43,1752516023
23213,43,1752516028
23231,43,1752516026
23234,43,1643067890
23236,43,1654891184
23277,43,1743534170
23304,42,1757354471
23316,42,1757354468
23319,42,1757354471
23492,42,1757445106
23495,42,1757445108
23634,42,1757445102
23670,43,1761080631
23674,43,1761080656
23678,43,1761080918
23806,35,1768602255
24158,42,1752526924
24163,42,1753452981
24165,42,1754329582
24326,42,1741711661
24328,42,1741711698
24330,42,1741711681
24371,41,1714163801
24574,41,1714163690
24578,41,1714163865
24584,41,1745527438
24589,41,1745527467
24595,41,1749852374
24613,42,1757354454
24636,42,1757354446
24639,42,1757354443
24785,43,1686925621
24804,43,1686925683
24806,43,1702071468
24828,41,1691698327
24834,41,1699382574
24842,41,1691698328
25091,40,1726524874
25255,38,1718834114
25260,38,1718827320
25267,38,1718827392
25352,39,1746715311
25375,39,1776723399
25377,39,1749847963
25380,39,1776723387
25411,39,1687982339
25484,38,1722025185
25493,38,1727889950
26114,22,1739830694
26158,22,1759175138
26188,22,1771955917
26209,28,1690236802
26768,72,1710166133
26792,22,1739825354
26797,22,1739825682
26800,22,1759175558
26804,22,1634937707
26807,28,1690236756
26821,28,1687985729
26858,22,1771955808
26869,22,1771955826
27706,41,1642529004
28025,41,1738017027
28279,30,1760466230
28297,30,1761677768
28302,30,1768413806
28304,29,1677531171
28306,29,1694459864
28308,41,1738017581
28311,41,1731961074
28341,41,1678909088
28348,41,1690234926
28365,29,1686849986
28379,31,1677531591
28385,34,1772224998
28418,42,1739822202
28448,30,1759258961
28536,34,1704220402
28567,44,1727206732
28591,31,1753815889
28607,31,1678211225
28613,31,1761678134
28719,29,1635791731
28727,29,1761677936
28800,33,1635803217
28858,33,1667850201
28869,32,1651263667
28876,32,1662660236
28879,32,1720454963
28882,32,1635798393
28967,35,1773339947
28988,35,1772225927
29004,36,1760645857
29012,36,1770326369
29032,37,1768326101
29037,37,1774647123
29043,37,1768523133
29059,35,1769623555
29071,37,1764803062
29091,33,1651525038
29173,33,1664221749
29224,37,1772640978
29338,24,1643067215
29482,42,1740511342
29489,42,1739822154
29552,26,1673628986
29556,25,1702073846
30920,44,1701272479
31271,32,1713198128
31531,34,1621543108
31632,44,1691692997
31642,44,1639679084
31816,37,1772834927
31820,37,1765400089
31837,35,1773776195
31874,37,1768523170
31888,37,1768522958
32455,50,1775674568
32624,51,1774652747
32632,50,1775675021
32633,50,1774564516
32673,37,1764803142
32678,37,1774652039
32685,37,1774652055
32710,35,1770671676
32715,36,1768951107
32719,36,1769018664
32722,36,1764020254
32744,36,1764019803
32785,35,1773776188
32792,35,1773776180
32853,35,1773339974
32881,35,1762962675
32893,51,1707165771
32947,35,1773248233
32958,35,1772226185
32986,51,1709763995
33195,39,1693935103
33211,39,1749675298
33291,40,1716910450
33308,40,1635368614
33316,40,1648838136
33319,40,1698779828
33326,40,1701284663
33357,38,1773684307
33375,39,1718827225
33376,48,1772571488
33386,38,1677527658
33398,38,1736886001
34721,40,1635368675
34727,40,1652460872
34835,40,1716910478
34838,40,1716910305
34843,38,1712180745
34851,38,1659050796
35414,39,1718824524
35419,39,1722276770
35434,39,1749675324
35441,39,1749675332
35460,40,1726246140
35508,40,1699986918
35713,45,1727212867
35721,45,1635962317
35737,45,1691694840
35750,45,1772227630
35762,45,1641837540
36028,39,1772566023
36049,39,1693935115
36485,39,1700156227
36493,39,1687982346
36508,38,1774650148
36514,38,1725916566
36891,40,1697472037
36901,40,1668011233
36908,40,1698781809
36935,40,1698777921
36943,40,1709937841
36957,40,1673991893
36967,38,1773684443
36968,38,1773684382
37232,34,1745352763
37243,34,1750097877
37470,39,1746715244
37475,39,1746035180
38250,29,1677530910
38256,29,1677530951
38264,29,1677531205
38268,29,1677692423
38312,29,1761677947
38317,29,1761677966
38401,29,1651879296
38405,29,1635791944
38452,29,1686850051
38455,29,1686850009
38563,48,1623175389
38566,48,1692308544
38570,67,1772227714
38571,67,1726584774
38573,67,1690234309
38645,32,1660078279
38660,32,1656433203
38669,32,1673994936
38672,32,1694456253
38685,32,1699986544
38687,32,1707164942
38689,32,1662660276
38695,32,1662660263
38701,32,1683065474
38705,32,1692993105
38745,30,1765824884
38754,30,1759261748
38778,30,1759259518
38788,30,1759260977
38794,30,1761677782
38802,30,1765487499
38807,30,1760468728
38814,30,1760464768
38819,30,1768413879
38823,30,1768413851
38839,31,1677531771
38845,31,1677531667
38846,31,1712163507
38857,31,1712163499
38861,31,1753815902
38891,31,1753975696
38901,31,1761678154
38906,31,1761678179
38910,31,1652478395
38914,31,1738948826
38931,51,1774653240
38932,51,1774653298
38937,33,1702073958
38949,51,1709935992
38956,51,1707165759
38963,51,1710268558
38965,51,1675448860
38984,33,1651524839
39011,33,1667850246
39052,33,1667850218
39075,50,1775674596
39076,50,1776886408
39089,33,1718378615
39095,33,1664221835
39104,50,1775674991
39105,50,1775674970
39113,50,1774468160
39114,50,1774468314
39143,33,1635804167
39161,33,1702073273
39182,24,1715969209
39186,24,1643068665
39192,25,1702073871
39195,25,1702073922
39197,26,1702073244
39205,26,1702073200
39270,72,1746029587
39298,55,1718136676
39369,55,1702071129
39425,55,1772566423
39475,55,1695224546
39489,55,1691695074
40058,34,1691695110
40060,34,1772227852
40076,34,1704220550
40079,34,1704220683
40094,34,1750097818
40103,34,1750097815
40109,34,1621543178
40116,34,1621543144
40126,34,1687197569
40130,34,1687197601
40158,45,1730405709
40161,45,1730405721
40169,45,1772567039
40181,45,1746714915
40194,45,1641837592
40195,45,1641837609
40211,48,1690234197
40215,48,1690234214
40220,48,1684355841
40223,48,1623175818
40226,67,1772228408
40229,67,1772481136
40232,67,1726584801
40234,67,1732112601
40237,67,1690234338
40239,67,1747780231
40242,48,1772571560
40255,48,1772571521
40300,45,1646864150
40317,72,1710166140
40328,72,1710166145
40336,45,1716911275
40372,45,1772481252
40382,45,1772485548
40414,72,1746029580
40420,72,1751396606
40441,44,1714082878
40445,44,1639679097
40452,44,1717003259
40457,44,1718137105
40465,44,1691695351
40470,44,1702073163
40478,44,1701285082
40483,44,1702073102
40489,44,1746040984
